"year";"month";"surface";"city";"district";"street";"n.rooms";"floor";"construction.date";"type";"offer.price";"transaction.price";"m2.price";"condition";"lat";"lon"
2009;5;39;"Warszawa";"Bemowo";"Obroncow Tobruku";2;3;2003;"hipoteczne";380000;370000;9487;"dobry";52,2606416;20,9285078
2009;5;40;"Warszawa";"Mokotow";"Raclawicka";3;5;1950;"hipoteczne";NA;425000;10625;"bardzo dobry";52,1981354;21,0175189
2009;5;46;"Warszawa";"Targowek";"Krasnobrodzka";2;NA;1975;"spol.wlasn.";NA;255000;5543;"dobry";52,2918531797079;21,0484528541565
2009;5;48;"Warszawa";"Ursynow";"Miklaszewskiego";2;4;1980;"spoldzielcze";344000;344000;7166;"dobry";52,1546202;21,0339492
2009;5;48;"Warszawa";"Bielany";"Skalbmierska";2;3;1953;"hipoteczne";404000;398000;8291;"dobry";52,271139;20,950025
2009;5;52;"Warszawa";"Ursynow";"Lanciego";2;6;2001;"spoldzielcze";415000;407500;7836;"dobry";52,1546202;21,0339492
2009;5;54;"Warszawa";"Bielany";"Marymoncka";2;2;1938;"hipoteczne";NA;369000;6833;"bardzo dobry";52,271139;20,950025
2009;5;54;"Warszawa";"Mokotow";"Bernardynska";2;12;1979;"spol.wlasn.";NA;325000;6018;"dobry";52,1981354;21,0175189
2008;4;37;"Warszawa";"Srodmiescie";"Nowolipki";2;2;1952;"hipoteczne";NA;310000;8378;"do remontu";52,229472;21,007614
2009;5;58;"Warszawa";"Ursynow";"Kazury";3;2;1983;"spoldzielcze";385000;375000;6465;"do remontu";52,1546202;21,0339492
2009;5;59;"Warszawa";"Praga Poludnie";"Rogalinskiego";3;3;1979;"hipoteczne";NA;360000;6101;"do remontu";52,2434082;21,0859957
2009;5;63;"Warszawa";"Wilanow";"Sarmacka";2;NA;2006;"hipoteczne";NA;500000;7936;"do wykonczenia";52,1612492;21,0907702
2008;5;40;"Warszawa";"Srodmiescie";"Nowolipki";1;4;1950;"hipoteczne";NA;320000;8000;NA;52,229472;21,007614
2009;5;66;"Warszawa";"Mokotow";"Burgaska";3;2;1975;"spoldzielcze";470000;470000;7121;"dobry";52,1981354;21,0175189
2009;5;70;"Warszawa";"Bielany";"Dantego";3;2;1980;"spoldzielcze";495000;463000;6614;"dobry";52,271139;20,950025
2008;7;33;"Warszawa";"Wola";"Nowolipki";1;2;1956;"hipoteczne";248000;243000;7363;"do remontu";52,2423796;20,9865915
2008;10;47;"Warszawa";"Srodmiescie";"Nowolipki";2;NA;1956;"hipoteczne";NA;420000;8936;"bardzo dobry";52,229472;21,007614
2007;7;20;"Warszawa";"Wola";"Nowolipki";1;2;1955;"hipoteczne";NA;220000;10742;"do remontu";52,2423796;20,9865915
2009;5;74;"Warszawa";"Srodmiescie";"Wilcza";3;2;1925;"hipoteczne";744000;675000;9121;"dobry";52,229472;21,007614
2009;5;78;"Warszawa";"Srodmiescie";"Piekna";3;3;NA;"hipoteczne";NA;750000;9615;"bardzo dobry";52,229472;21,007614
2009;5;80;"Warszawa";"Ursynow";"Herbsta";3;1;1997;"spol.wlasn.";NA;712200;8902;"bardzo dobry";52,1546202;21,0339492
2009;5;81;"Warszawa";"Bemowo";"Obroncow Tobruku";2;5;2007;"hipoteczne";780000;780000;9629;"bardzo dobry";52,2606416;20,9285078
2009;5;83;"Warszawa";"Wlochy";"Fasolowa";4;3;2001;"hipoteczne";610000;575000;6927;"bardzo dobry";52,206102;20,914725
2009;5;97;"Warszawa";"Wilanow";"Al.Wilanowska";4;4;2008;"hipoteczne";NA;700000;7216;"do wykonczenia";52,1612492;21,0907702
2009;5;122;"Warszawa";"Ursynow";"KEN";5;3;2007;"hipoteczne";1200000;1100000;9016;"bardzo dobry";52,1546202;21,0339492
2009;5;141;"Warszawa";"Srodmiescie";"Slominskiego";4;8;2007;"hipoteczne";1270000;1198000;8496;"do wykonczenia";52,229472;21,007614
2009;6;24;"Warszawa";"Bielany";"Dorycka";1;3;1966;"hipoteczne";NA;166000;6916;"do remontu";52,271139;20,950025
2009;6;27;"Warszawa";"Bielany";"Marymoncka";1;10;1975;"spol.wlasn.";NA;238000;8814;"dobry";52,271139;20,950025
2009;6;27;"Warszawa";"Wola";"Zelazna";1;5;1970;"spol.wlasn.";NA;238000;8814;"bardzo dobry";52,2423796;20,9865915
2009;6;27;"Warszawa";"Srodmiescie";"Potockiego";1;4;1980;"spol.wlasn.";NA;190000;7037;"dobry";52,229472;21,007614
2009;6;30;"Warszawa";"Zoliborz";"Promyka";1;12;1968;"spol.wlasn.";NA;210000;7000;"dobry";52,2689583807279;20,986440181732
2009;6;35;"Warszawa";"Praga Poludnie";"Miedzynarodowa";2;4;1959;"hipoteczne";NA;310000;8857;"dobry";52,2434082;21,0859957
2009;6;37;"Warszawa";"Praga Polnoc";"Pl.Hallera";2;6;1952;"hipoteczne";NA;259200;7005;"dobry";52,2533003;21,0357745
2009;6;38;"Warszawa";"Wilanow";"Sarmacka";1;2;2009;NA;314000;299000;7868;"bardzo dobry";52,1612492;21,0907702
2009;6;41;"Warszawa";"Bielany";"Lesmiana";2;1;1959;"hipoteczne";NA;370000;9024;"bardzo dobry";52,271139;20,950025
2009;6;42;"Warszawa";"Ursynow";"Janowskiego";2;1;1978;"spol.wlasn.";325000;310000;7380;"dobry";52,1546202;21,0339492
2009;6;43;"Warszawa";"Ursynow";"Stryjenskich";2;7;2001;"spol.wlasn.";NA;352000;8186;"dobry";52,1546202;21,0339492
2009;6;44;"Warszawa";"Bialoleka";"Odkryta";2;4;1999;"hipoteczne";NA;290000;6590;"bardzo dobry";52,3166667;21,0333333
2009;6;44;"Warszawa";"Praga Poludnie";"Uminskiego";2;11;1988;"hipoteczne";NA;319000;7250;"bardzo dobry";52,2434082;21,0859957
2009;6;46;"Warszawa";"Mokotow";"Batuty";2;10;1978;"spol.wlasn.";320000;307000;6673;"dobry";52,1981354;21,0175189
2008;9;23;"Warszawa";"Srodmiescie";"Nowolipki";1;4;1952;"hipoteczne";239000;225000;9783;"dobry";52,229472;21,007614
2009;6;47;"Warszawa";"Praga Poludnie";"Pl. Przymierza";3;8;1967;NA;350000;315000;6702;"dobry";52,2434082;21,0859957
2009;6;48;"Warszawa";"Praga Poludnie";"Garwolinska";3;2;1970;NA;360000;300000;6250;"do remontu";52,2434082;21,0859957
2009;6;51;"Warszawa";"Bemowo";"Klemensiewicza";2;3;1995;"spol.wlasn.";NA;295000;5784;"do remontu";52,2606416;20,9285078
2009;6;51;"Warszawa";"Rembertow";"Kadrowa";2;NA;2004;"hipoteczne";NA;345000;6764;"bardzo dobry";52,25913;21,16197
2009;6;53;"Warszawa";"Ursynow";"Kabacki Dukt";2;3;2004;"spol.wlasn.";NA;500000;9433;"bardzo dobry";52,1546202;21,0339492
2009;6;61;"Warszawa";"Targowek";"Askenazego";3;5;1979;"spol.wlasn.";NA;352000;5770;"bardzo dobry";52,2918531797079;21,0484528541565
2009;6;63;"Warszawa";"Srodmiescie";"Solec";2;6;1920;"hipoteczne";NA;445000;7063;"do remontu";52,229472;21,007614
2009;6;64;"Warszawa";"Mokotow";"Sycylijska";3;4;1970;"spol.wlasn.";NA;455000;7109;"bardzo dobry";52,1981354;21,0175189
2009;7;29;"Warszawa";"Srodmiescie";"";1;4;1954;NA;200000;180000;6206;"dobry";52,229472;21,007614
2009;7;31;"Warszawa";"Bemowo";"Kedzierskiego";2;3;1985;"spol.wlasn.";NA;240000;7741;"dobry";52,2606416;20,9285078
2009;7;33;"Warszawa";"Zoliborz";"Gen.Zajaczka";1;2;1956;"hipoteczne";NA;340000;10303;"bardzo dobry";52,2689583807279;20,986440181732
2009;7;34;"Warszawa";"Srodmiescie";"";1;1;1970;NA;380000;370000;10882;"dobry";52,229472;21,007614
2009;7;35;"Warszawa";"Srodmiescie";"Pl.Dabrowskiego";1;2;1953;"hipoteczne";NA;355000;10142;"do remontu";52,229472;21,007614
2009;7;36;"Warszawa";"Wola";"Zlota";2;4;1965;"spol.wlasn.";NA;309000;8583;"do remontu";52,2423796;20,9865915
2009;7;46;"Warszawa";"Mokotow";"Mozarta";2;NA;1980;"spol.wlasn.";315000;308000;6695;"dobry";52,1981354;21,0175189
2009;7;46;"Warszawa";"Bemowo";"Al.Prymasa Tysiaclecia";2;8;1970;"spol.wlasn.";NA;310000;6739;"bardzo dobry";52,2606416;20,9285078
2009;7;47;"Warszawa";"Praga Poludnie";"";3;8;1967;NA;350000;315000;6702;"dobry";52,2434082;21,0859957
2009;5;54;"Warszawa";"Bemowo";"Powstancow Slaskich";2;2;1999;"spol.wlasn.";NA;435000;8055;"bardzo dobry";52,2606416;20,9285078
2007;10;34;"Warszawa";"Zabki";"Powstancow Slaskich";1;4;2003;"hipoteczne";268000;265000;7681;"bardzo dobry";52,2833333;21,1166667
2009;7;49;"Warszawa";"Bielany";"Gabinska";3;2;1969;"spol.wlasn.";NA;320000;6530;"do remontu";52,271139;20,950025
2009;7;50;"Warszawa";"Bemowo";"Czumy";2;NA;1976;"spol.wlasn.";NA;305000;6100;"bardzo dobry";52,2606416;20,9285078
2009;7;52;"Warszawa";"Wilanow";"Goplanska";2;2;1978;"spol.wlasn.";NA;340000;6538;NA;52,1612492;21,0907702
2009;7;55;"Warszawa";"Srodmiescie";"Emilii Plater";2;3;1957;"hipoteczne";NA;440000;8000;"do remontu";52,229472;21,007614
2009;7;56;"Warszawa";"Mokotow";"Korsykanska";3;1;1975;"spol.wlasn.";370000;356000;6357;"dobry";52,1981354;21,0175189
2009;7;58;"Warszawa";"Ursynow";"Kopcinskiego";3;NA;1986;"spol.wlasn.";NA;400000;6896;"do remontu";52,1546202;21,0339492
2009;7;60;"Warszawa";"Bemowo";"Boltucia";3;2;1982;"hipoteczne";NA;390000;6500;"bardzo dobry";52,2606416;20,9285078
2007;6;19;"Warszawa";"Ochota";"Sanocka";1;1;1968;"spoldzielcze";215000;205000;10354;NA;52,2258178;20,9907105
2007;6;22;"Warszawa";"Mokotow";"Gierymskiego";1;1;1965;"hipoteczne";220000;210000;9309;NA;52,1981354;21,0175189
2007;6;27;"Warszawa";"Srodmiescie";"Mokotowska";1;5;1960;"spoldzielcze";315000;315000;11492;"dobry";52,229472;21,007614
2007;6;27;"Warszawa";"Mokotow";"Czerniakowska";1;1;1972;"spoldzielcze";NA;190000;7037;"do remontu";52,1981354;21,0175189
2007;6;31;"Warszawa";"Srodmiescie";"Polna";1;6;1958;"hipoteczne";340000;350000;11290;"dobry";52,229472;21,007614
2007;6;31;"Warszawa";"Mokotow";"Smoluchowskiego";1;7;1975;"hipoteczne";NA;261000;8419;"dobry";52,1981354;21,0175189
2007;6;31;"Warszawa";"Wola";"Tyszkiewicza";1;1;NA;"hipoteczne";250000;230000;7419;"do remontu";52,2423796;20,9865915
2007;6;32;"Warszawa";"Targowek";"Wegrowska";1;4;1983;"hipoteczne";210000;210000;6552;"do remontu";52,2918531797079;21,0484528541565
2007;6;33;"Warszawa";"Srodmiescie";"Solidarnosci";1;1;1954;"hipoteczne";NA;285000;8636;"do remontu";52,229472;21,007614
2007;6;33;"Warszawa";"Srodmiescie";"Stawki";1;3;2007;"hipoteczne";233000;340000;10303;"deweloperski";52,229472;21,007614
2007;6;33;"Warszawa";"Bialoleka";"Skarbka z Gor";1;3;2003;"hipoteczne";NA;270000;8182;"bardzo dobry";52,3166667;21,0333333
2007;6;33;"Warszawa";"Ursynow";"Lanciego";1;1;2001;"hipoteczne";340000;325000;9673;"dobry";52,1546202;21,0339492
2007;6;35;"Warszawa";"Targowek";"Kolowa";1;5;1978;"spoldzielcze";NA;239000;6829;"do remontu";52,2918531797079;21,0484528541565
2007;6;36;"Warszawa";"Bemowo";"Lazurowa";2;1;1970;"spoldzielcze";280000;275000;7639;NA;52,2606416;20,9285078
2007;6;37;"Warszawa";"Ochota";"Geodetow";2;4;1969;"spoldzielcze";350000;350000;9459;"dobry";52,2258178;20,9907105
2007;6;38;"Warszawa";"Srodmiescie";"Marszalkowska";1;4;1952;"hipoteczne";340000;363000;9553;"dobry";52,229472;21,007614
2007;6;38;"Warszawa";"Praga Poludnie";"Bliska";2;2;1968;"spoldzielcze";NA;284000;7474;NA;52,2434082;21,0859957
2007;6;38;"Warszawa";"Wola";"Mlynarska";2;5;1975;"spoldzielcze";350000;320000;8421;"bardzo dobry";52,2423796;20,9865915
2007;6;39;"Warszawa";"Wola";"Pereca";2;6;1970;"spoldzielcze";NA;325000;8333;"dobry";52,2423796;20,9865915
2007;6;41;"Warszawa";"Ursus";"Warszawska";2;1;NA;"hipoteczne";332000;329000;8024;"dobry";52,1948237075553;20,8845376968384
2007;6;41;"Warszawa";"Wlochy";"Lamana";2;2;2002;"hipoteczne";NA;385000;9390;"bardzo dobry";52,206102;20,914725
2007;6;42;"Warszawa";"Zoliborz";"Tolstoja";2;7;NA;"hipoteczne";326000;326000;7762;"do remontu";52,2689583807279;20,986440181732
2007;6;43;"Warszawa";"Ochota";"Szczesliwicka";2;1;1955;"hipoteczne";NA;323000;7512;"do remontu";52,2258178;20,9907105
2007;6;44;"Warszawa";"Srodmiescie";"Okrag";2;4;1967;"spoldzielcze";NA;417000;9477;"dobry";52,229472;21,007614
2007;6;44;"Warszawa";"Zoliborz";"Popieluszki";2;6;1965;"spoldzielcze";412000;405000;9205;"dobry";52,2689583807279;20,986440181732
2007;6;45;"Warszawa";"Bielany";"Osikowa";2;5;1983;"spoldzielcze";NA;373000;8289;"bardzo dobry";52,271139;20,950025
2008;2;33;"Warszawa";"Bemowo";"Powstancow Slaskich";1;3;2002;"hipoteczne";321000;291000;8818;"dobry";52,2606416;20,9285078
2007;6;46;"Warszawa";"Praga Poludnie";"Ostrobramska";2;NA;1974;"spoldzielcze";NA;332000;7217;"bardzo dobry";52,2434082;21,0859957
2007;6;46;"Warszawa";"Mokotow";"Raclawicka";2;4;1950;"hipoteczne";446000;415000;8925;"dobry";52,1981354;21,0175189
2007;6;46;"Warszawa";"Mokotow";"Sobieskiego";3;4;1979;"spoldzielcze";430000;425000;9120;NA;52,1981354;21,0175189
2007;6;48;"Warszawa";"Praga Poludnie";"Brazylijska";3;8;1960;"hipoteczne";457000;450000;9375;"dobry";52,2434082;21,0859957
2007;6;48;"Warszawa";"Bemowo";"Obroncow Tobruku";2;NA;2003;"hipoteczne";490000;490000;10208;"bardzo dobry";52,2606416;20,9285078
2007;6;49;"Warszawa";"Ochota";"Moldawska";2;10;1975;"hipoteczne";409000;405000;8265;NA;52,2258178;20,9907105
2007;6;49;"Warszawa";"Bialoleka";"Majolikowa";2;NA;2006;"hipoteczne";330000;330000;6673;"bardzo dobry";52,3166667;21,0333333
2007;6;49;"Warszawa";"Zoliborz";"Mickiewicza";2;10;1980;"spoldzielcze";569000;360000;7258;"dobry";52,2689583807279;20,986440181732
2007;6;52;"Warszawa";"Srodmiescie";"Nowowiejska";3;4;1953;"hipoteczne";499000;470000;9038;"dobry";52,229472;21,007614
2007;6;52;"Warszawa";"Mokotow";"Kozlowskiej";3;3;1995;"spoldzielcze";NA;383000;7365;"bardzo dobry";52,1981354;21,0175189
2007;6;54;"Warszawa";"Bemowo";"Wroclawska";2;4;1985;"spoldzielcze";400000;383000;7093;"dobry";52,2606416;20,9285078
2007;6;57;"Warszawa";"Srodmiescie";"Zurawia";3;1;1911;"hipoteczne";900000;620000;10877;NA;52,229472;21,007614
2008;2;85;"Warszawa";"Bemowo";"Powstancow Slaskich";3;1;2005;"hipoteczne";NA;920000;10824;"bardzo dobry";52,2606416;20,9285078
2007;6;60;"Warszawa";"Wola";"Gorczewska";2;1;1994;"hipoteczne";NA;528000;8800;"dobry";52,2423796;20,9865915
2007;6;64;"Warszawa";"Bialoleka";"Skarbka z Gor";3;NA;2003;"hipoteczne";430000;430000;6719;"bardzo dobry";52,3166667;21,0333333
2007;6;66;"Warszawa";"Praga Poludnie";"Kobielska";3;5;2005;"hipoteczne";657000;650000;9848;"bardzo dobry";52,2434082;21,0859957
2007;6;69;"Warszawa";"Bemowo";"Gorczewska";3;3;2002;"hipoteczne";650000;637000;9232;NA;52,2606416;20,9285078
2007;6;71;"Warszawa";"Srodmiescie";"Mokotowska";2;5;NA;"hipoteczne";NA;890000;12535;"do remontu";52,229472;21,007614
2008;9;45,1;"Warszawa";"Bemowo";"Powstancow Slaskich";2;3;2000;"hipoteczne";NA;425000;9423;"bardzo dobry";52,2606416;20,9285078
2007;6;72;"Warszawa";"Praga Poludnie";"Iganska";3;14;1985;"spoldzielcze";435000;435000;6042;"bardzo dobry";52,2434082;21,0859957
2007;6;73;"Warszawa";"Ochota";"Zadumana";3;2;2004;"hipoteczne";760000;735000;10068;"bardzo dobry";52,2258178;20,9907105
2007;6;81;"Warszawa";"Srodmiescie";"Nowy Swiat";3;1;1948;"hipoteczne";NA;1750000;21605;"do remontu";52,229472;21,007614
2007;6;86;"Warszawa";"Bemowo";"Obroncow Tobruku";4;3;2005;"hipoteczne";690000;700000;8140;NA;52,2606416;20,9285078
2007;6;89;"Warszawa";"Ursus";"Regulska";3;NA;1938;"hipoteczne";NA;495000;5562;"dobry";52,1948237075553;20,8845376968384
2009;5;70;"Warszawa";"Bemowo";"Powstancow Slaskich";3;2;2008;"hipoteczne";525000;514000;7342;"do wykonczenia";52,2606416;20,9285078
2007;6;110;"Warszawa";"Praga Poludnie";"St.Augusta";4;4;1993;"spoldzielcze";NA;707000;6427;"dobry";52,2434082;21,0859957
2007;6;117;"Warszawa";"Srodmiescie";"Mokotowska";3;2;1912;"hipoteczne";1450000;1350000;11538;"dobry";52,229472;21,007614
2007;6;45;"Warszawa";"Bemowo";"Powstancow Slaskich";2;2;2007;"hipoteczne";390000;410000;9111;"deweloperski";52,2606416;20,9285078
2007;6;130;"Warszawa";"Mokotow";"Wielicka";3;4;2000;"hipoteczne";1430000;1420000;10923;"bardzo dobry";52,1981354;21,0175189
2007;6;147;"Warszawa";"Srodmiescie";"Fabryczna";3;10;1999;"spoldzielcze";NA;1700000;11565;"bardzo dobry";52,229472;21,007614
2007;6;160;"Warszawa";"Mokotow";"Tyniecka";4;5;2003;"hipoteczne";NA;1660000;10375;"bardzo dobry";52,1981354;21,0175189
2008;4;83;"Warszawa";"Zoliborz";"Przasnyka";5;2;1985;NA;878000;868000;10458;"dobry";52,2689583807279;20,986440181732
2007;7;20;"Warszawa";"Srodmiescie";"Franciszkanska";1;NA;2000;"hipoteczne";230000;230000;11500;"bardzo dobry";52,229472;21,007614
2007;7;23;"Warszawa";"Srodmiescie";"Panska";1;1;2000;"hipoteczne";270000;260000;11304;"bardzo dobry";52,229472;21,007614
2007;7;24;"Warszawa";"Ochota";"Geodetow";1;3;1975;"hipoteczne";240000;240000;10000;"bardzo dobry";52,2258178;20,9907105
2007;7;25;"Warszawa";"Praga Polnoc";"Jagiellonska";1;3;1970;"spoldzielcze";NA;180000;7200;"do remontu";52,2533003;21,0357745
2007;7;25;"Warszawa";"Mokotow";"Dabrowskiego";1;2;1960;"spoldzielcze";NA;257000;10280;"dobry";52,1981354;21,0175189
2007;7;28;"Warszawa";"Zoliborz";"Popieluszki";1;NA;1968;"spoldzielcze";NA;250000;8772;"bardzo dobry";52,2689583807279;20,986440181732
2007;7;29;"Warszawa";"Zoliborz";"Sady Zoliborskie";1;NA;2000;"spoldzielcze";250000;250000;8621;"do remontu";52,2689583807279;20,986440181732
2007;7;30;"Warszawa";"Praga Polnoc";"Szanajcy";1;2;2000;"hipoteczne";260000;255000;8500;"bardzo dobry";52,2533003;21,0357745
2007;7;31;"Warszawa";"Kabaty";"Wawozowa";2;1;2002;NA;295000;290000;9355;"dobry";52,1333333;21,0833333
2007;7;31;"Warszawa";"Bemowo";"Osmanczyka";1;3;2005;"hipoteczne";299000;290000;9355;NA;52,2606416;20,9285078
2007;7;31;"Warszawa";"Zoliborz";"Klaudyny";2;1;1984;"hipoteczne";300000;285000;9135;NA;52,2689583807279;20,986440181732
2007;7;31;"Warszawa";"Wola";"Tyszkiewicza";1;1;1955;"hipoteczne";259000;230000;7372;"do remontu";52,2423796;20,9865915
2007;7;32;"Warszawa";"Mokotow";"Bartoszka";1;NA;1991;"spoldzielcze";269000;264000;8219;NA;52,1981354;21,0175189
2007;7;34;"Warszawa";"Zoliborz";"Sulkowskiego";NA;3;1934;"hipoteczne";NA;335000;9724;"do remontu";52,2689583807279;20,986440181732
2007;7;35;"Warszawa";"Srodmiescie";"Al.Solidarnosci";1;3;1954;"hipoteczne";NA;355000;10091;"bardzo dobry";52,229472;21,007614
2007;7;35;"Warszawa";"Bielany";"Magiera";2;2;1965;"spoldzielcze";NA;299000;8543;"dobry";52,271139;20,950025
2007;7;36;"Warszawa";"Ochota";"Filtrowa";1;3;1908;"hipoteczne";NA;360000;9809;"do remontu";52,2258178;20,9907105
2007;7;36;"Warszawa";"Praga Poludnie";"Garwolinska";2;NA;1965;"spoldzielcze";NA;264000;7333;"do remontu";52,2434082;21,0859957
2008;5;83;"Warszawa";"Zoliborz";"Przasnyka";5;2;1985;NA;878000;868000;10457;"dobry";52,2689583807279;20,986440181732
2007;7;37;"Warszawa";"Ursynow";"Alternatywy";2;7;2007;"hipoteczne";409000;409000;11054;NA;52,1546202;21,0339492
2007;7;37;"Warszawa";"Praga Polnoc";"Chodecka";2;3;1975;"spoldzielcze";260000;260000;6860;"do remontu";52,2533003;21,0357745
2007;7;38;"Warszawa";"Ursynow";"Stryjenskich";2;3;2001;"spoldzielcze";NA;372000;9612;"bardzo dobry";52,1546202;21,0339492
2007;7;38;"Warszawa";"Zoliborz";"Krasinskiego";2;2;1964;"spoldzielcze";377000;377000;9921;"do remontu";52,2689583807279;20,986440181732
2007;7;41;"Warszawa";"Wesola";"Warszawska";2;1;2005;"hipoteczne";332000;320000;7805;"bardzo dobry";52,252282;21,221988
2007;7;42;"Warszawa";"Bielany";"Tolstoja";2;7;1976;"hipoteczne";326000;326000;7762;"do remontu";52,271139;20,950025
2007;7;44;"Warszawa";"Ursynow";"Polnej Rozy";2;5;1998;"spoldzielcze";NA;395000;8837;"bardzo dobry";52,1546202;21,0339492
2007;7;47;"Warszawa";"Mokotow";"Belwederska";2;1;1950;"hipoteczne";NA;445000;9468;"dobry";52,1981354;21,0175189
2007;7;48;"Warszawa";"Srodmiescie";"Gornoslaska";3;10;1975;"spoldzielcze";NA;460000;9463;"dobry";52,229472;21,007614
2007;7;48;"Warszawa";"Ochota";"Lezajska";2;NA;NA;NA;470000;470000;9792;"bardzo dobry";52,2258178;20,9907105
2008;9;70;"Warszawa";"Ursynow";"Przybylskiego";4;NA;1982;"spoldzielcze";NA;530000;7571;"dobry";52,1546202;21,0339492
2007;7;50;"Warszawa";"Wilanow";"Goplanska";2;8;1976;"spoldzielcze";385000;362000;7240;NA;52,1612492;21,0907702
2007;7;55;"Warszawa";"Ursynow";"Roentgena";2;2;2000;"spoldzielcze";505000;502000;9094;NA;52,1546202;21,0339492
2007;7;56;"Warszawa";"Bialoleka";"Odkryta";3;2;2001;"hipoteczne";400000;400000;7143;NA;52,3166667;21,0333333
2007;7;58;"Warszawa";"Ursynow";"Wiolinowa";3;4;1985;"spoldzielcze";NA;491500;8474;"dobry";52,1546202;21,0339492
2007;7;58;"Warszawa";"Wola";"Wawelberga";3;2;1955;NA;450000;429000;7397;NA;52,2423796;20,9865915
2007;7;59;"Warszawa";"Praga Poludnie";"Kordeckiego";3;NA;2000;"hipoteczne";NA;485000;8151;"dobry";52,2434082;21,0859957
2007;7;60;"Warszawa";"Ursynow";"KEN";2;2;2000;"hipoteczne";555000;530000;8833;"do wykonczenia";52,1546202;21,0339492
2007;7;62;"Warszawa";"Mokotow";"Al. Niepodleglosci";3;3;1947;NA;550000;550000;8871;NA;52,1981354;21,0175189
2007;7;63;"Warszawa";"Bialoleka";"Erazma z Zakroczymia";3;5;1992;"spoldzielcze";NA;440000;6918;"dobry";52,3166667;21,0333333
2007;7;65;"Warszawa";"Mokotow";"Kazimierzowska";2;2;1936;"hipoteczne";NA;650000;9954;"bardzo dobry";52,1981354;21,0175189
2007;7;65;"Warszawa";"Srodmiescie";"Czerniakowska";2;3;1932;"hipoteczne";507000;495000;7615;NA;52,229472;21,007614
2007;7;67;"Warszawa";"Ursynow";"Kabacki Dukt";3;NA;2004;"hipoteczne";660000;660000;9851;NA;52,1546202;21,0339492
2007;7;77;"Warszawa";"Wawer";"Mydlarska";3;1;2002;"hipoteczne";780000;780000;10130;"bardzo dobry";52,1965598815688;21,1775207519531
2009;5;70;"Warszawa";"Ursynow";"Przybylskiego";4;2;1984;"spoldzielcze";490000;480000;6857;"do remontu";52,1546202;21,0339492
2007;7;80;"Warszawa";"Mokotow";"Madalinskiego";3;5;2004;"hipoteczne";935000;935000;11688;NA;52,1981354;21,0175189
2007;7;82;"Warszawa";"Ursynow";"Rosola";3;NA;2003;"hipoteczne";855000;855000;10427;NA;52,1546202;21,0339492
2007;7;88;"Warszawa";"Mokotow";"Rakowiecka";3;3;2001;"hipoteczne";1200000;1200000;13636;"bardzo dobry";52,1981354;21,0175189
2008;2;63;"Warszawa";"Ursynow";"Puszczyka";3;3;1982;"spoldzielcze";469000;464000;7365;"dobry";52,1546202;21,0339492
2007;7;98;"Warszawa";"Mokotow";"Marbutta";3;NA;2007;"hipoteczne";1500000;1450000;14796;"bardzo dobry";52,1981354;21,0175189
2007;7;100;"Warszawa";"Srodmiescie";"Sienna";3;4;1999;"spoldzielcze";NA;1020000;10200;"bardzo dobry";52,229472;21,007614
2007;7;101;"Warszawa";"Ochota";"Al. Jerozolimskie";4;NA;1994;"hipoteczne";680000;615000;6089;NA;52,2258178;20,9907105
2007;7;115;"Warszawa";"Ochota";"Wlodarzewska";5;3;1998;"spoldzielcze";1025000;1019000;8861;NA;52,2258178;20,9907105
2009;8;18;"Warszawa";"Ochota";"Raclawicka";1;3;2000;"spoldzielcze";170000;168000;9282;NA;52,2258178;20,9907105
2009;8;19;"Warszawa";"Srodmiescie";"Okrag";1;9;1966;"spoldzielcze";209000;209000;11000;"dobry";52,229472;21,007614
2009;8;24;"Warszawa";"Mokotow";"Dolna";1;2;1980;"spoldzielcze";232000;221000;9208;NA;52,1981354;21,0175189
2008;4;85;"Warszawa";"Ursynow";"Puszczyka";4;2;1979;"spoldzielcze";NA;600000;7059;"dobry";52,1546202;21,0339492
2009;8;28;"Warszawa";"Mokotow";"Batorego";1;5;1970;"spoldzielcze";NA;372000;13286;"bardzo dobry";52,1981354;21,0175189
2009;8;28;"Warszawa";"Mokotow";"Batorego";1;11;1968;"spoldzielcze";NA;335500;11982;"dobry";52,1981354;21,0175189
2009;8;28;"Warszawa";"Wola";"Smocza";1;3;1965;"spoldzielcze";255000;255000;8866;NA;52,2423796;20,9865915
2009;8;29;"Warszawa";"Bemowo";"Kluczborska";1;3;2002;"spoldzielcze";299000;299000;10205;NA;52,2606416;20,9285078
2009;8;30;"Warszawa";"Wola";"Okocimska";2;6;1970;"spoldzielcze";245000;245000;8041;NA;52,2423796;20,9865915
2009;8;32;"Warszawa";"Targowek";"Wegrowska";1;NA;NA;"spoldzielcze";210000;197000;6156;NA;52,2918531797079;21,0484528541565
2007;6;71;"Warszawa";"Ochota";"Raszynska";2;1;1926;"hipoteczne";670000;666000;9289;NA;52,2258178;20,9907105
2009;8;35;"Warszawa";"Wawer";"";2;1;NA;NA;250600;250600;7039;NA;52,1965598815688;21,1775207519531
2008;1;41;"Warszawa";"Praga Polnoc";"Targowa";1;1;1997;NA;420000;320000;7804;"dobry";52,2533003;21,0357745
2009;8;36;"Warszawa";"Bemowo";"Rozlogi";2;NA;1978;"spoldzielcze";255000;245000;6806;NA;52,2606416;20,9285078
2009;8;36;"Warszawa";"Bemowo";"Rozlogi";2;3;1978;"spoldzielcze";300000;310000;8611;NA;52,2606416;20,9285078
