"Q3";"Q9";"Q16_Part_1";"Q16_Part_2"
"India";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"20-30,000";"";"R"
"Spain";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"60-70,000";"Python";"R"
"India";"0-10,000";"";""
"India";"0-10,000";"";""
"India";"";"";""
"Japan";"0-10,000";"Python";""
"India";"10-20,000";"";"R"
"India";"";"";""
"India";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"China";"70-80,000";"Python";""
"Russia";"50-60,000";"";""
"India";"10-20,000";"Python";""
"India";"";"";""
"India";"0-10,000";"Python";""
"Ireland";"200-250,000";"";""
"India";"60-70,000";"Python";"R"
"India";"0-10,000";"Python";""
"India";"10-20,000";"Python";"R"
"India";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Poland";"20-30,000";"Python";""
"Tunisia";"0-10,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"90-100,000";"";""
"India";"";"";""
"India";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"Python";"R"
"Sweden";"30-40,000";"";""
"India";"";"";""
"India";"";"";""
"India";"";"";"R"
"India";"";"";""
"India";"";"Python";""
"India";"0-10,000";"";""
"India";"";"";""
"South Africa";"80-90,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"";""
"India";"0-10,000";"";""
"South Korea";"";"";""
"India";"20-30,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";"R"
"India";"";"";""
"India";"30-40,000";"Python";""
"I do not wish to disclose my location";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";"R"
"India";"10-20,000";"Python";"R"
"Spain";"30-40,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Germany";"";"";""
"Spain";"10-20,000";"Python";"R"
"India";"0-10,000";"Python";""
"Germany";"I do not wish to disclose my approximate yearly compensation";"";""
"China";"10-20,000";"Python";""
"Japan";"40-50,000";"Python";""
"India";"20-30,000";"Python";"R"
"India";"";"";""
"India";"";"Python";""
"India";"0-10,000";"";""
"India";"20-30,000";"";""
"India";"";"";""
"India";"";"";""
"India";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"";""
"India";"";"Python";"R"
"India";"0-10,000";"Python";"R"
"Poland";"20-30,000";"";""
"India";"100-125,000";"Python";""
"Kenya";"0-10,000";"Python";"R"
"Germany";"0-10,000";"Python";""
"India";"10-20,000";"";""
"India";"0-10,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"";""
"Hong Kong (S.A.R.)";"";"";""
"India";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Portugal";"";"";""
"Ukraine";"0-10,000";"";""
"India";"0-10,000";"";""
"India";"";"Python";""
"China";"";"";""
"India";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"Python";""
"India";"10-20,000";"Python";"R"
"India";"";"";""
"I do not wish to disclose my location";"100-125,000";"";""
"India";"70-80,000";"Python";""
"India";"0-10,000";"";""
"India";"0-10,000";"";""
"India";"";"";""
"India";"";"Python";""
"Other";"";"";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"";""
"India";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Russia";"0-10,000";"Python";""
"India";"";"";""
"India";"";"";""
"Singapore";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Germany";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Israel";"20-30,000";"Python";""
"Iran, Islamic Republic of...";"";"";""
"Republic of Korea";"60-70,000";"";""
"India";"";"";""
"India";"50-60,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Japan";"30-40,000";"";""
"India";"";"";""
"India";"";"Python";"R"
"India";"";"";""
"India";"";"";""
"India";"20-30,000";"";""
"United Kingdom of Great Britain and Northern Ireland";"60-70,000";"";""
"India";"";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"Python";"R"
"India";"0-10,000";"Python";""
"China";"20-30,000";"Python";"R"
"I do not wish to disclose my location";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"India";"";"";""
"Germany";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Russia";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"20-30,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"";""
"Russia";"30-40,000";"";""
"India";"90-100,000";"Python";""
"India";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"United States of America";"100-125,000";"";""
"India";"";"";""
"India";"0-10,000";"Python";""
"Nigeria";"0-10,000";"Python";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"";""
"India";"";"";""
"South Africa";"100-125,000";"";"R"
"Russia";"10-20,000";"";""
"India";"";"";""
"India";"";"Python";"R"
"India";"0-10,000";"Python";"R"
"India";"0-10,000";"Python";""
"India";"10-20,000";"Python";""
"India";"";"";""
"India";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"Python";"R"
"India";"0-10,000";"";""
"Malaysia";"I do not wish to disclose my approximate yearly compensation";"";"R"
"India";"";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Belgium";"";"";""
"Singapore";"";"";""
"India";"30-40,000";"Python";""
"Indonesia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Italy";"0-10,000";"Python";"R"
"Indonesia";"";"";""
"India";"";"";""
"Germany";"20-30,000";"Python";"R"
"Ireland";"";"";""
"India";"150-200,000";"";""
"India";"0-10,000";"Python";""
"India";"";"";""
"India";"0-10,000";"";""
"India";"";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"I do not wish to disclose my location";"";"";""
"Malaysia";"0-10,000";"Python";""
"India";"70-80,000";"";""
"India";"10-20,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"Egypt";"0-10,000";"";""
"China";"10-20,000";"";""
"China";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"10-20,000";"";""
"United Kingdom of Great Britain and Northern Ireland";"60-70,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"30-40,000";"Python";""
"India";"";"Python";""
"Russia";"50-60,000";"Python";""
"Japan";"";"";""
"Nigeria";"0-10,000";"";""
"Other";"";"";""
"Morocco";"";"";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"";""
"India";"30-40,000";"";""
"Russia";"20-30,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"China";"90-100,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"";"Python";""
"Thailand";"";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"";"";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"10-20,000";"Python";"R"
"I do not wish to disclose my location";"40-50,000";"Python";"R"
"New Zealand";"I do not wish to disclose my approximate yearly compensation";"";""
"Hungary";"I do not wish to disclose my approximate yearly compensation";"";""
"Germany";"0-10,000";"";""
"United Kingdom of Great Britain and Northern Ireland";"";"Python";""
"Nigeria";"";"Python";""
"India";"20-30,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Hungary";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Spain";"80-90,000";"";"R"
"Indonesia";"";"";""
"Other";"0-10,000";"Python";""
"Germany";"70-80,000";"";""
"China";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"New Zealand";"";"";""
"India";"10-20,000";"";""
"Indonesia";"10-20,000";"";""
"India";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Republic of Korea";"0-10,000";"";""
"India";"";"";""
"India";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"China";"50-60,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"";""
"Bangladesh";"10-20,000";"Python";"R"
"India";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"Python";""
"India";"";"Python";"R"
"India";"10-20,000";"Python";""
"Romania";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"";"";""
"Israel";"80-90,000";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"Iran, Islamic Republic of...";"I do not wish to disclose my approximate yearly compensation";"";""
"Russia";"30-40,000";"";""
"India";"100-125,000";"";""
"India";"0-10,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Japan";"";"";""
"India";"20-30,000";"";""
"India";"";"";""
"Indonesia";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"China";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"Python";"R"
"India";"10-20,000";"";""
"India";"";"";""
"Netherlands";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Turkey";"";"";""
"Japan";"";"";""
"Romania";"30-40,000";"Python";""
"India";"";"";""
"India";"300-400,000";"Python";"R"
"India";"";"";""
"China";"10-20,000";"Python";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";""
"India";"";"Python";"R"
"Russia";"10-20,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";""
"India";"";"";""
"China";"";"";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"";""
"South Africa";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";""
"Japan";"";"";""
"India";"";"";""
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"10-20,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Viet Nam";"10-20,000";"Python";""
"Ukraine";"";"Python";""
"Other";"10-20,000";"";""
"India";"10-20,000";"Python";""
"India";"0-10,000";"";""
"Spain";"50-60,000";"";""
"India";"";"";""
"India";"";"";""
"China";"";"";""
"Other";"0-10,000";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"China";"";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Other";"";"";""
"India";"10-20,000";"";""
"Italy";"";"";""
"India";"10-20,000";"";""
"India";"0-10,000";"";""
"United Kingdom of Great Britain and Northern Ireland";"30-40,000";"";""
"Hungary";"60-70,000";"";""
"Spain";"20-30,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Singapore";"70-80,000";"Python";""
"Other";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Netherlands";"0-10,000";"Python";"R"
"China";"";"";""
"Other";"0-10,000";"Python";"R"
"Indonesia";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"10-20,000";"";""
"India";"0-10,000";"Python";""
"Germany";"0-10,000";"Python";"R"
"India";"0-10,000";"Python";""
"Malaysia";"0-10,000";"Python";"R"
"India";"0-10,000";"";""
"Turkey";"";"";""
"China";"";"";""
"Morocco";"10-20,000";"Python";"R"
"India";"0-10,000";"";""
"India";"0-10,000";"";""
"China";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Spain";"60-70,000";"";""
"India";"400-500,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"China";"0-10,000";"";""
"Bangladesh";"";"";""
"China";"0-10,000";"Python";""
"Russia";"";"";""
"India";"";"";""
"India";"";"";""
"India";"";"";""
"India";"60-70,000";"";""
"Germany";"50-60,000";"";""
"Thailand";"0-10,000";"";""
"India";"100-125,000";"";""
"Switzerland";"40-50,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Japan";"60-70,000";"Python";"R"
"Japan";"60-70,000";"";""
"Sweden";"";"Python";""
"Bangladesh";"I do not wish to disclose my approximate yearly compensation";"";""
"Spain";"0-10,000";"";""
"India";"";"";""
"Hong Kong (S.A.R.)";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Thailand";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"100-125,000";"Python";""
"China";"";"";""
"United States of America";"";"";""
"France";"70-80,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"I do not wish to disclose my approximate yearly compensation";"";""
"Singapore";"90-100,000";"Python";"R"
"Sweden";"40-50,000";"Python";""
"Bangladesh";"0-10,000";"Python";""
"India";"";"";""
"Malaysia";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"";""
"India";"";"Python";""
"Other";"20-30,000";"Python";""
"Netherlands";"50-60,000";"";""
"United Kingdom of Great Britain and Northern Ireland";"40-50,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"India";"0-10,000";"";""
"Other";"I do not wish to disclose my approximate yearly compensation";"";"R"
"United Kingdom of Great Britain and Northern Ireland";"I do not wish to disclose my approximate yearly compensation";"";""
"Indonesia";"0-10,000";"Python";""
"India";"";"";""
"India";"0-10,000";"Python";""
"India";"10-20,000";"Python";""
"India";"";"Python";""
"India";"0-10,000";"Python";"R"
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"India";"";"";""
"India";"0-10,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Tunisia";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"France";"";"";""
"India";"20-30,000";"";"R"
"France";"I do not wish to disclose my approximate yearly compensation";"";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"India";"";"Python";""
"India";"0-10,000";"";""
"Sweden";"";"";""
"South Africa";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Turkey";"";"";""
"India";"10-20,000";"Python";""
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"Singapore";"";"";""
"Indonesia";"";"";""
"I do not wish to disclose my location";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Viet Nam";"0-10,000";"";""
"India";"40-50,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"Indonesia";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Other";"0-10,000";"";"R"
"India";"10-20,000";"Python";"R"
"Japan";"";"";""
"India";"0-10,000";"Python";""
"India";"0-10,000";"Python";"R"
"United Kingdom of Great Britain and Northern Ireland";"";"";""
"China";"";"";""
"Singapore";"I do not wish to disclose my approximate yearly compensation";"";""
"Japan";"";"";""
"Pakistan";"0-10,000";"Python";""
"India";"";"";""
"Japan";"40-50,000";"Python";""
"India";"20-30,000";"";""
"India";"0-10,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"France";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"20-30,000";"";""
"India";"";"";""
"India";"10-20,000";"Python";""
"I do not wish to disclose my location";"";"";""
"China";"";"";""
"United Kingdom of Great Britain and Northern Ireland";"";"";""
"France";"";"";""
"China";"0-10,000";"Python";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"Belarus";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"Python";"R"
"Germany";"";"Python";""
"Other";"70-80,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"Python";""
"Russia";"30-40,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Spain";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Russia";"";"";""
"Japan";"";"";""
"Singapore";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"France";"";"";""
"India";"10-20,000";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"";""
"Kenya";"";"";""
"India";"0-10,000";"Python";"R"
"Switzerland";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"";""
"Philippines";"0-10,000";"";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"";""
"Ukraine";"0-10,000";"";""
"United Kingdom of Great Britain and Northern Ireland";"150-200,000";"Python";""
"Bangladesh";"0-10,000";"";""
"China";"";"";""
"United Kingdom of Great Britain and Northern Ireland";"";"";""
"India";"0-10,000";"";""
"India";"0-10,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"France";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Japan";"";"";""
"India";"0-10,000";"";""
"Spain";"40-50,000";"Python";"R"
"Netherlands";"30-40,000";"Python";"R"
"India";"0-10,000";"Python";""
"Other";"0-10,000";"Python";""
"Viet Nam";"0-10,000";"";""
"Spain";"10-20,000";"";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Japan";"10-20,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"China";"";"";""
"Japan";"60-70,000";"";""
"Japan";"30-40,000";"Python";""
"Switzerland";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Germany";"60-70,000";"Python";"R"
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"Turkey";"0-10,000";"Python";""
"Japan";"40-50,000";"Python";""
"I do not wish to disclose my location";"0-10,000";"";""
"Tunisia";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Japan";"100-125,000";"Python";""
"Other";"I do not wish to disclose my approximate yearly compensation";"";""
"Czech Republic";"0-10,000";"";""
"Nigeria";"";"";""
"Viet Nam";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Italy";"";"";""
"Japan";"";"";""
"India";"0-10,000";"";""
"I do not wish to disclose my location";"";"";""
"India";"100-125,000";"Python";""
"Russia";"";"Python";""
"India";"0-10,000";"Python";"R"
"Australia";"";"Python";"R"
"China";"0-10,000";"";"R"
"Netherlands";"40-50,000";"Python";"R"
"Russia";"I do not wish to disclose my approximate yearly compensation";"";""
"I do not wish to disclose my location";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";"R"
"Turkey";"0-10,000";"";""
"India";"";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"";""
"Hong Kong (S.A.R.)";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"";""
"Germany";"";"";""
"India";"20-30,000";"Python";"R"
"Singapore";"70-80,000";"Python";"R"
"Other";"10-20,000";"";""
"India";"";"";""
"China";"0-10,000";"";""
"Russia";"";"";""
"Other";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Russia";"20-30,000";"Python";""
"Singapore";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Japan";"";"";""
"India";"20-30,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"90-100,000";"Python";""
"France";"50-60,000";"";""
"Norway";"I do not wish to disclose my approximate yearly compensation";"";""
"Russia";"0-10,000";"Python";""
"I do not wish to disclose my location";"30-40,000";"Python";"R"
"France";"";"Python";""
"Hong Kong (S.A.R.)";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Russia";"10-20,000";"";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"";""
"Ireland";"10-20,000";"";""
"United Kingdom of Great Britain and Northern Ireland";"I do not wish to disclose my approximate yearly compensation";"";""
"Australia";"0-10,000";"Python";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"";""
"Australia";"30-40,000";"";""
"China";"10-20,000";"";""
"India";"0-10,000";"";""
"Germany";"50-60,000";"Python";""
"I do not wish to disclose my location";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Viet Nam";"I do not wish to disclose my approximate yearly compensation";"";""
"Other";"";"";""
"Russia";"30-40,000";"";""
"Switzerland";"125-150,000";"Python";""
"Other";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"Python";""
"Viet Nam";"";"Python";""
"India";"30-40,000";"";""
"India";"";"";""
"Ireland";"";"";""
"Turkey";"0-10,000";"";""
"India";"50-60,000";"";""
"India";"";"Python";"R"
"Portugal";"0-10,000";"";""
"Viet Nam";"0-10,000";"";""
"India";"";"Python";"R"
"Italy";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Germany";"0-10,000";"";""
"India";"0-10,000";"";""
"United Kingdom of Great Britain and Northern Ireland";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"";""
"India";"10-20,000";"";""
"India";"";"";""
"Italy";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"";"";""
"Hungary";"10-20,000";"";""
"Austria";"50-60,000";"Python";""
"India";"0-10,000";"";""
"India";"0-10,000";"Python";""
"China";"10-20,000";"";""
"Indonesia";"0-10,000";"Python";""
"France";"";"";""
"Pakistan";"20-30,000";"";""
"China";"";"";""
"United Kingdom of Great Britain and Northern Ireland";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Indonesia";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"France";"60-70,000";"";""
"United Kingdom of Great Britain and Northern Ireland";"20-30,000";"";""
"South Africa";"I do not wish to disclose my approximate yearly compensation";"";"R"
"India";"";"";""
"France";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"Python";""
"India";"";"";""
"India";"0-10,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"0-10,000";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Tunisia";"";"";""
"Ukraine";"10-20,000";"Python";""
"Hong Kong (S.A.R.)";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Russia";"";"Python";""
"Hong Kong (S.A.R.)";"";"";""
"I do not wish to disclose my location";"";"";""
"Other";"";"";""
"France";"50-60,000";"Python";"R"
"Kenya";"0-10,000";"";""
"I do not wish to disclose my location";"";"Python";""
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"France";"60-70,000";"";""
"Pakistan";"30-40,000";"Python";""
"United Kingdom of Great Britain and Northern Ireland";"125-150,000";"Python";"R"
"India";"0-10,000";"Python";""
"Singapore";"I do not wish to disclose my approximate yearly compensation";"";""
"Russia";"I do not wish to disclose my approximate yearly compensation";"";""
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"10-20,000";"Python";""
"Japan";"";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"New Zealand";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Kenya";"20-30,000";"";"R"
"France";"40-50,000";"Python";""
"Other";"";"";""
"South Africa";"";"";""
"France";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Italy";"30-40,000";"Python";"R"
"Kenya";"20-30,000";"Python";"R"
"Indonesia";"";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"India";"0-10,000";"";""
"Japan";"";"";""
"New Zealand";"0-10,000";"";""
"India";"";"";""
"South Korea";"70-80,000";"Python";""
"Hungary";"0-10,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Germany";"";"";""
"Greece";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Bangladesh";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"France";"40-50,000";"";""
"India";"10-20,000";"Python";"R"
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"Other";"10-20,000";"";"R"
"India";"0-10,000";"";""
"India";"10-20,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"Python";""
"Greece";"10-20,000";"";""
"Japan";"50-60,000";"Python";"R"
"India";"0-10,000";"Python";""
"Russia";"0-10,000";"Python";"R"
"New Zealand";"10-20,000";"Python";""
"Kenya";"0-10,000";"Python";""
"Norway";"50-60,000";"Python";"R"
"Other";"";"Python";""
"Australia";"";"Python";"R"
"Spain";"100-125,000";"";""
"I do not wish to disclose my location";"";"Python";""
"Pakistan";"";"";""
"China";"I do not wish to disclose my approximate yearly compensation";"";""
"Australia";"100-125,000";"Python";"R"
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"Japan";"0-10,000";"";""
"South Korea";"90-100,000";"";""
"Nigeria";"0-10,000";"";""
"Japan";"0-10,000";"";""
"Australia";"I do not wish to disclose my approximate yearly compensation";"";""
"I do not wish to disclose my location";"";"";""
"Other";"I do not wish to disclose my approximate yearly compensation";"";""
"I do not wish to disclose my location";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"Turkey";"0-10,000";"";""
"New Zealand";"10-20,000";"Python";"R"
"India";"40-50,000";"Python";"R"
"Australia";"30-40,000";"Python";""
"Tunisia";"30-40,000";"Python";"R"
"India";"";"";""
"Greece";"0-10,000";"Python";""
"Australia";"125-150,000";"Python";""
"India";"";"";""
"India";"";"";""
"Australia";"";"Python";""
"Denmark";"I do not wish to disclose my approximate yearly compensation";"";""
"Egypt";"";"";""
"Greece";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
"South Korea";"40-50,000";"";""
"India";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"";"";""
"Japan";"30-40,000";"";""
"Russia";"30-40,000";"Python";"R"
"Japan";"I do not wish to disclose my approximate yearly compensation";"";""
"India";"0-10,000";"Python";"R"
"Egypt";"0-10,000";"";""
"India";"0-10,000";"Python";"R"
"Republic of Korea";"80-90,000";"";""
"Germany";"";"";""
"China";"";"";""
"India";"";"";""
"Spain";"I do not wish to disclose my approximate yearly compensation";"Python";"R"
